Placeholder ,Pyrokinesis,The caster of this spell will connect with the target telepathically and flood the channel with destructive energy. The caster will take a fraction of the damage.,LORE
Placeholder ,Downpour,This spell causes water energy to cascade down on the arena. This summons the effect of rust on the target's side of the field.,LORE
Placeholder ,Arc Blast,This spell sends a powerful burst of storm energy from the caster to the target. This grants the target the Curse of the Imp and it cannot be dodged.,LORE
Placeholder ,Hikam's Winter Spell,"This spell uses the forest's bounty to bolster their team's defenses. It fails unless the arena is forest. This resets the arena, fully restores the caster's MP and HP, and grants the Blessing of the Tree to all of the caster's allies.",LORE
Placeholder ,Osmosis,The caster of this spell absorbs energy by siphoning the target's water essence. This will restore the caster's team's HP.,LORE
Placeholder ,Flash Freeze,This spell causes the target to suddenly freeze over. This causes the target to become bound and cannot be dodged.,LORE
Placeholder ,Landslide,This spell causes the earth beneath the target to quake and split apart. This resets the arena and grants the Curse of the Warrior to the target and their nearby allies.,LORE
Placeholder ,Amand's Energy Blast,The caster of this spell generates an Energy Blast within the target's space. The power of the blast is relative to the caster's luck for the turn.,LORE
Placeholder ,Shift Perspective,The caster of this spell searches the target's consciousness for any frays and uses that weak point to flip their mindset.,LORE
Placeholder ,Psychic Impact,"The caster of this spell searches the target for a weak point, then delivers an attack that exploits that weak point.",LORE
Placeholder ,Tremor,This spell causes the entire arena to quake until the ground beneath the target completely breaks open.,LORE
Placeholder ,Skydive,"This spell allows the caster to become totally invulnerable. At the end of the turn, the caster then takes the chance to deliver a high speed attack to the target.",LORE
Placeholder ,Destructive Blow,The caster of this spell delivers an attack to the target that is imbued with energy that is dedicated to shattering material structures. This attack is more effective against mechanical sprites.,LORE
Placeholder ,Purifying Flame,The caster of this spell summons a flame designed to banish spirits. This is more effective against astral sprites.,LORE
Placeholder ,Jabul's Fight Song,The caster of this spell sings a magical song that stokes the spirits of their nearby allies. This restores some of their teams HP and grants the Blessing of the Warrior to the caster and all nearby allies.,LORE
Placeholder ,Noxious Fumes,This spell produces a powerful flame with a toxic smoke. This summons miasma on the target's side of the field.,LORE
Placeholder ,Crecia's Crystal Spikes,This spell summons magical crystals from the beneath the target. This causes the target to become hexed.,LORE
Placeholder ,Psychic Fissure,The caster of this spell attacks the target's weak spot with a destructive blast. The caster takes half of the damage done to the target.,LORE
Placeholder ,Rearrange,This spell creates a confusing energy about the enemy's side of the field. The opposing sprites have their positions randomly swapped.,LORE
Placeholder ,Sneak Attack,"The caster of this spell attempts to dodge any spells or attacks targeting them this turn. If they are successful in dodging, they deliver a powerful attack to their target at the end of the turn.",LORE
Placeholder ,Deflective Shield,This spell generates a magical field around the caster which will deflect any spells back to their caster.,LORE
Placeholder ,Dion's Parry,"The caster of this spell waits to be targeted by an attack. Once they are attacked, the spell is cast. This ignores any damage done to the caster and halves the target's resistance when retaliating.",LORE
Placeholder ,Dion's Gambling Blast,The caster of this spell generates an Energy Blast of random power against either the caster's team or the enemy team. The power of the blast is completely random.,LORE
Placeholder ,Dion's Barter Trick,The caster of this spell trades a quarter of their team's current HP for half of the enemy's current MP.,LORE
Placeholder ,Magnetic Pulse,This spell produces a powerful blast of pure storm energy. The electromagnetic waves produced by the spell will summon hum on the target's side of the field.,LORE
Placeholder ,Burn Out,The caster of this spell puts all of their fire energy into one powerful attack. This leaves the target imbued with the Curse of the Mother.,LORE
Placeholder ,Stinkbomb,The caster of this spell emits an explosion of earth energy. This volatile mixture of natural essences will summon miasma on both sides of the field.,LORE
Placeholder ,Wind Slice,The caster of this spell hurls a razor-sharp blast of air toward the target. This causes the target to be imbued with the Curse of the Imp.,LORE
Placeholder ,Channel Essence,This spell spreads the pure essence of the caster around the field. This causes the arena to reflect the caster's elemental bias.,LORE
Placeholder ,Sphera's Curse,This spell summons an ancient hatred buried within the planet. This causes the arena to exploit the target's elemental bias.,LORE
Placeholder ,Crecia's Crystal Wind,The caster of this spell creates a mist of small magical crystals and hurls it at the target. This hexes the target and their nearby allies.,LORE
Placeholder ,Lava Spire,This spell unleashes a tower of magma from beneath the target. This causes the arena to change to a volcano.,LORE
Placeholder ,Endless River,This spell unleashes a rush of water from beneath the target. This causes the arena to become an ocean.,LORE
Placeholder ,Cloud Break,This spell creates a burst of wind so powerful that it causes the sky above the target to break open. This changes the arena to the stratosphere.,LORE
Placeholder ,Telekinetic Blast,The caster of this spell unleashes a powerful mental attack on the target. This causes the target to become hexed.,LORE
Placeholder ,Destabilizing Blow,The caster of this spell shatters the constitution of the target. This causes the target to become imbued with the Curse of the Imp.,LORE
Placeholder ,Full Thrust,"The caster of this spell uses all of their power to attack the target, throwing the caster completely off balance. This causes the caster to become bound.",LORE
Placeholder,Volcanic Eruption,"This spell uses the destructive volcano to attack the enemy team and shatter their defenses. It fails unless the arena is volcano. This resets the arena, summons miasma on the target's side of the field, and grants all enemy sprites the Curse of the Mother.",LORE
Placeholder ,Broadcast Data,The caster of this spell uses magical channels to distribute information to their allies to help create an advantage. This causes all allies to have perfect luck for the rest of the turn.,LORE
Placeholder ,Collapse Space,This spell creates a crushing weight as it folds space itself. This resets the arena and causes all enemy sprites to become bound.,LORE
Placeholder ,Expand Time,The caster of this spell compresses the temporal dimension in an attempt to give their team an advantage. This causes all enemy sprites to have the worst possible luck until the end of the turn.,LORE
Placeholder,Sphera's Demise,This spell fills the field with the stench of death as it eradicates the essence of nature. This resets the arena and causes all enemy sprites to become hexed.,LORE
Placeholder,Time Loop,The caster of this spell sends the target's mind back to its state from the prior turn. The target is forced to repeat their actions from the last turn.,LORE
Placeholder,Eradicate,The caster of this spell produces a supermassive gravity at the beginning of the turn. This anomaly absorbs any spells cast during the turn before imploding and unleashing an Energy Blast with power relative to the amount of spells it absorbed.,LORE
,,,LORE
